Match_Id,Player_Id,Player_team,Opposit_Team,Player_Captain,Opposit_captain,Player_keeper,Opposit_keeper
1082609,367,Kings XI Punjab,Sunrisers Hyderabad,GJ Maxwell,DA Warner,WP Saha,NV Ojha
1082609,368,Sunrisers Hyderabad,Kings XI Punjab,DA Warner,GJ Maxwell,NV Ojha,WP Saha
1082609,374,Kings XI Punjab,Sunrisers Hyderabad,GJ Maxwell,DA Warner,WP Saha,NV Ojha
1082609,394,Sunrisers Hyderabad,Kings XI Punjab,DA Warner,GJ Maxwell,NV Ojha,WP Saha
1082609,422,Kings XI Punjab,Sunrisers Hyderabad,GJ Maxwell,DA Warner,WP Saha,NV Ojha
1082609,427,Kings XI Punjab,Sunrisers Hyderabad,GJ Maxwell,DA Warner,WP Saha,NV Ojha
1082609,429,Sunrisers Hyderabad,Kings XI Punjab,DA Warner,GJ Maxwell,NV Ojha,WP Saha
1082609,485,Sunrisers Hyderabad,Kings XI Punjab,DA Warner,GJ Maxwell,NV Ojha,WP Saha
1082609,489,Sunrisers Hyderabad,Kings XI Punjab,DA Warner,GJ Maxwell,NV Ojha,WP Saha
1082610,2,Gujarat Lions,Royal Challengers Bangalore,SK Raina,V Kohli,KD Karthik,KM Jadhav
1082610,8,Royal Challengers Bangalore,Gujarat Lions,V Kohli,SK Raina,KM Jadhav,KD Karthik
1082610,21,Gujarat Lions,Royal Challengers Bangalore,SK Raina,V Kohli,KD Karthik,KM Jadhav
1082610,32,Royal Challengers Bangalore,Gujarat Lions,V Kohli,SK Raina,KM Jadhav,KD Karthik
1082610,35,Gujarat Lions,Royal Challengers Bangalore,SK Raina,V Kohli,KD Karthik,KM Jadhav
1082610,80,Gujarat Lions,Royal Challengers Bangalore,SK Raina,V Kohli,KD Karthik,KM Jadhav
1082610,88,Gujarat Lions,Royal Challengers Bangalore,SK Raina,V Kohli,KD Karthik,KM Jadhav
1082610,147,Gujarat Lions,Royal Challengers Bangalore,SK Raina,V Kohli,KD Karthik,KM Jadhav
1082610,162,Royal Challengers Bangalore,Gujarat Lions,V Kohli,SK Raina,KM Jadhav,KD Karthik
1082610,236,Royal Challengers Bangalore,Gujarat Lions,V Kohli,SK Raina,KM Jadhav,KD Karthik
1082610,237,Royal Challengers Bangalore,Gujarat Lions,V Kohli,SK Raina,KM Jadhav,KD Karthik
1082610,254,Gujarat Lions,Royal Challengers Bangalore,SK Raina,V Kohli,KD Karthik,KM Jadhav
1082610,255,Royal Challengers Bangalore,Gujarat Lions,V Kohli,SK Raina,KM Jadhav,KD Karthik
1082610,270,Royal Challengers Bangalore,Gujarat Lions,V Kohli,SK Raina,KM Jadhav,KD Karthik
1082610,322,Royal Challengers Bangalore,Gujarat Lions,V Kohli,SK Raina,KM Jadhav,KD Karthik
1082610,382,Royal Challengers Bangalore,Gujarat Lions,V Kohli,SK Raina,KM Jadhav,KD Karthik
1082610,410,Gujarat Lions,Royal Challengers Bangalore,SK Raina,V Kohli,KD Karthik,KM Jadhav
1082610,417,Royal Challengers Bangalore,Gujarat Lions,V Kohli,SK Raina,KM Jadhav,KD Karthik
1082610,432,Gujarat Lions,Royal Challengers Bangalore,SK Raina,V Kohli,KD Karthik,KM Jadhav
1082610,461,Royal Challengers Bangalore,Gujarat Lions,V Kohli,SK Raina,KM Jadhav,KD Karthik
1082610,471,Gujarat Lions,Royal Challengers Bangalore,SK Raina,V Kohli,KD Karthik,KM Jadhav
1082610,477,Gujarat Lions,Royal Challengers Bangalore,SK Raina,V Kohli,KD Karthik,KM Jadhav
1082611,15,Delhi Daredevils,Sunrisers Hyderabad,Z Khan,DA Warner,RR Pant,NV Ojha
1082611,27,Sunrisers Hyderabad,Delhi Daredevils,DA Warner,Z Khan,NV Ojha,RR Pant
1082611,42,Sunrisers Hyderabad,Delhi Daredevils,DA Warner,Z Khan,NV Ojha,RR Pant
1082611,136,Delhi Daredevils,Sunrisers Hyderabad,Z Khan,DA Warner,RR Pant,NV Ojha
1082611,163,Sunrisers Hyderabad,Delhi Daredevils,DA Warner,Z Khan,NV Ojha,RR Pant
1082611,183,Sunrisers Hyderabad,Delhi Daredevils,DA Warner,Z Khan,NV Ojha,RR Pant
1082611,187,Sunrisers Hyderabad,Delhi Daredevils,DA Warner,Z Khan,NV Ojha,RR Pant
1082611,191,Delhi Daredevils,Sunrisers Hyderabad,Z Khan,DA Warner,RR Pant,NV Ojha
